UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
8583,M,297.5,308.1,1334,72.0,151,1
8584,L,297.4,308.0,1423,38.0,154,0
8585,L,297.4,307.9,1390,47.7,156,0
8586,M,297.4,307.9,1338,48.5,158,0
8587,H,297.3,307.9,1461,37.5,161,0
8588,M,297.4,307.9,1627,34.3,166,0
8589,L,297.3,307.8,1385,44.4,169,0
8590,M,297.3,307.8,1538,48.0,171,0
8591,L,297.4,307.9,1557,35.5,174,0
8592,L,297.4,307.9,1606,33.4,176,0
8593,M,297.5,308.0,1430,44.5,178,0
8594,M,297.4,308.0,1601,34.6,181,0
8595,L,297.4,308.0,1356,51.9,184,0
8596,M,297.5,308.2,1624,30.9,186,0
8597,L,297.5,308.2,1327,56.5,189,0
8598,L,297.6,308.3,1410,47.0,191,0
8599,L,297.6,308.3,1478,42.3,193,0
8600,L,297.6,308.4,1460,40.3,195,0
8601,L,297.5,308.3,1435,40.3,197,0
8602,H,297.4,308.2,1359,46.9,199,0
8603,L,297.4,308.1,1729,31.7,204,0
8604,H,297.3,308.0,1384,49.1,206,0
8605,L,297.4,308.2,1297,52.1,211,0
8606,L,297.5,308.4,1633,33.3,213,0
8607,M,297.5,308.4,1505,37.2,215,0
8608,L,297.5,308.4,1433,50.0,218,0
8609,L,297.4,308.4,1369,50.6,220,1
8610,L,297.4,308.3,1475,40.5,222,1
8611,L,297.4,308.3,1561,38.3,0,0
8612,L,297.4,308.3,1472,45.5,2,0
8613,L,297.5,308.4,1441,44.5,4,0
8614,M,297.5,308.5,1401,50.5,6,0
8615,L,297.5,308.5,1691,33.1,9,0
8616,L,297.6,308.6,1382,47.1,11,0
8617,L,297.6,308.6,1355,46.4,13,0
8618,L,297.6,308.6,1529,45.3,15,0
8619,L,297.7,308.7,1829,24.9,17,0
8620,H,297.6,308.6,1480,39.8,19,0
8621,L,297.6,308.5,1475,42.4,24,0
8622,M,297.6,308.5,1431,52.6,26,0
8623,L,297.5,308.3,1437,42.3,29,0
8624,M,297.5,308.3,1476,45.6,31,0
8625,H,297.5,308.4,1490,39.7,34,0
8626,L,297.4,308.3,1632,33.5,39,0
8627,L,297.4,308.2,1402,49.7,41,0
8628,L,297.4,308.3,1347,45.8,43,0
8629,L,297.5,308.4,1747,31.0,45,0
8630,H,297.5,308.5,1557,39.1,47,0
8631,L,297.4,308.4,1371,57.4,52,0
8632,H,297.3,308.3,1506,37.0,54,0
8633,L,297.3,308.3,1590,35.5,59,0
8634,L,297.4,308.3,1336,53.7,61,0
8635,L,297.3,308.3,1411,43.2,63,0
8636,L,297.4,308.3,1704,27.3,65,0
8637,L,297.5,308.4,1723,27.3,67,0
8638,L,297.5,308.5,1459,39.7,69,0
8639,L,297.6,308.5,1572,35.9,71,0
8640,L,297.5,308.4,1384,56.0,73,0
8641,L,297.6,308.6,1383,47.5,75,0
8642,M,297.6,308.5,1360,48.6,77,0
8643,M,297.5,308.4,1596,36.6,80,0
8644,L,297.5,308.5,1448,54.3,83,0
8645,M,297.6,308.5,1443,38.2,85,0
8646,M,297.6,308.6,1492,35.5,88,0
8647,L,297.5,308.6,1497,43.9,91,0
8648,L,297.5,308.5,1530,38.5,93,0
8649,M,297.4,308.4,1478,46.2,95,0
8650,L,297.4,308.4,1328,61.8,98,0
8651,H,297.4,308.3,1771,27.4,100,0
8652,M,297.4,308.4,1564,35.0,105,0
8653,H,297.3,308.3,1461,41.5,108,0
8654,M,297.4,308.3,1335,57.9,113,0
8655,M,297.4,308.4,1441,46.8,116,0
8656,L,297.3,308.3,1268,60.6,119,0
8657,M,297.3,308.3,1697,27.4,121,0
8658,L,297.4,308.4,1421,46.0,124,0
8659,L,297.4,308.5,1496,36.4,126,0
8660,L,297.5,308.5,1375,55.6,128,0
8661,L,297.4,308.5,1295,52.1,130,0
8662,L,297.4,308.5,1643,33.8,132,0
8663,L,297.5,308.6,1514,36.9,134,0
8664,L,297.5,308.6,1671,29.4,136,0
8665,H,297.5,308.6,1355,58.9,138,0
8666,L,297.6,308.7,1365,50.6,143,0
8667,L,297.5,308.7,1407,42.5,145,0
8668,M,297.5,308.8,1455,46.1,147,0
8669,L,297.5,308.8,1502,45.9,150,0
8670,M,297.5,308.8,1471,52.3,152,0
8671,L,297.5,308.9,1581,30.4,155,0
8672,L,297.5,308.8,1530,37.8,157,0
8673,L,297.5,308.8,1312,50.3,159,0
8674,L,297.4,308.6,1494,42.6,161,0
8675,M,297.4,308.6,1528,29.1,163,0
8676,H,297.3,308.6,1688,29.4,166,0
8677,M,297.3,308.5,1520,42.4,171,0
8678,M,297.3,308.5,1664,28.9,174,0
8679,L,297.3,308.5,1514,44.5,177,0
8680,L,297.3,308.5,1456,54.2,179,0
8681,L,297.2,308.5,1494,39.6,181,0
8682,L,297.2,308.4,1605,30.0,183,0
8683,M,297.2,308.5,1353,46.5,185,0
8684,L,297.2,308.5,1447,47.9,188,0
8685,L,297.2,308.5,1588,40.4,190,0
8686,H,297.2,308.5,1524,41.4,192,0
8687,M,297.2,308.5,1611,31.6,197,0
8688,M,297.2,308.5,1604,34.9,200,0
8689,L,297.1,308.5,1483,46.9,203,0
8690,L,297.1,308.4,1543,39.6,205,0
8691,L,297.1,308.5,1323,44.4,207,1
8692,L,297.1,308.5,1555,36.2,0,0
8693,L,297.1,308.4,1583,31.9,2,0
8694,M,297.2,308.5,1584,40.0,4,0
8695,L,297.2,308.5,1766,25.8,7,0
8696,M,297.2,308.6,1498,44.4,9,0
8697,L,297.2,308.6,1413,49.8,12,0
8698,L,297.3,308.6,1505,33.5,14,0
8699,H,297.3,308.7,1438,46.2,16,0
8700,M,297.3,308.7,1655,34.1,21,0
8701,M,297.3,308.7,1451,43.8,24,0
8702,M,297.3,308.7,1466,38.4,27,0
8703,L,297.2,308.6,1774,23.0,30,0
8704,M,297.2,308.6,1284,51.3,32,0
8705,L,297.1,308.5,1425,40.0,35,0
8706,L,297.2,308.6,1437,52.4,37,0
8707,L,297.2,308.6,1335,53.0,39,0
8708,L,297.2,308.5,1471,41.7,41,0
8709,M,297.2,308.5,1364,54.0,43,0
8710,L,297.1,308.5,1578,35.6,46,0
8711,L,297.1,308.5,1712,32.1,48,0
8712,L,297.1,308.5,1733,28.7,50,0
8713,L,297.2,308.6,1652,32.1,52,0
8714,L,297.2,308.6,1917,24.1,54,0
8715,M,297.2,308.6,1444,41.1,56,0
8716,L,297.1,308.6,1442,37.1,59,0
8717,M,297.1,308.6,1717,31.3,61,0
8718,L,297.1,308.7,1474,42.3,64,0
8719,L,297.2,308.7,1509,39.3,66,0
8720,L,297.2,308.8,1451,43.1,68,0
8721,L,297.3,308.8,1554,36.1,70,0
8722,L,297.2,308.7,1669,30.7,72,0
8723,L,297.2,308.6,1366,50.4,74,0
8724,L,297.2,308.6,1578,34.4,76,0
8725,M,297.2,308.6,1513,39.0,78,0
8726,M,297.1,308.5,1515,42.1,81,0
8727,L,297.2,308.6,1562,33.0,84,0
8728,L,297.2,308.7,1501,38.5,86,0
8729,M,297.2,308.7,1398,38.1,88,0
8730,L,297.3,308.7,1352,53.8,91,0
8731,H,297.3,308.7,1569,33.9,93,0
8732,H,297.2,308.6,1486,46.6,98,0
8733,L,297.2,308.6,1864,23.6,103,0
8734,M,297.3,308.7,1447,44.5,105,0
8735,L,297.2,308.6,1392,41.5,108,0
8736,L,297.3,308.6,1358,47.6,110,0
8737,L,297.3,308.7,1491,40.2,112,0
8738,L,297.3,308.7,1556,36.7,114,0
8739,L,297.3,308.7,1531,36.7,116,0
8740,H,297.4,308.7,1429,37.6,118,0
8741,M,297.4,308.8,1573,33.9,123,0
8742,L,297.4,308.8,1538,41.2,126,0
8743,L,297.4,308.8,1467,39.0,128,0
8744,H,297.4,308.7,1323,51.1,130,0
8745,M,297.4,308.7,1798,23.0,135,0
8746,L,297.4,308.6,1411,46.3,138,0
8747,L,297.3,308.5,1528,44.5,140,0
8748,L,297.3,308.5,1504,42.0,142,0
8749,L,297.3,308.5,1384,39.6,144,0
8750,L,297.2,308.4,1677,26.4,146,0
8751,L,297.3,308.5,1764,30.8,148,0
8752,M,297.4,308.5,1472,42.0,150,0
8753,M,297.4,308.5,1465,55.9,153,0
8754,M,297.4,308.6,1657,33.1,156,0
8755,L,297.4,308.6,1635,30.5,159,0
8756,M,297.4,308.7,1582,31.9,161,0
8757,L,297.5,308.7,1761,26.2,164,0
8758,L,297.5,308.8,1587,34.9,166,0
8759,M,297.5,308.7,1446,53.0,168,0
8760,M,297.5,308.7,1352,53.0,171,0
8761,M,297.4,308.7,1392,46.4,174,0
8762,L,297.5,308.8,1417,49.8,177,0
8763,H,297.5,308.8,1824,24.0,179,0
8764,L,297.5,308.8,1603,36.7,184,0
8765,L,297.4,308.8,1620,33.4,186,0
8766,L,297.4,308.8,1353,49.4,188,0
8767,L,297.5,308.8,1360,50.7,190,0
8768,L,297.5,308.6,1380,53.5,192,0
8769,M,297.5,308.7,1363,53.6,194,0
8770,M,297.4,308.6,1452,41.2,197,0
8771,L,297.4,308.6,1680,32.8,200,0
8772,L,297.5,308.6,1536,39.0,202,0
8773,L,297.5,308.6,1621,28.9,0,0
8774,L,297.5,308.6,1585,37.6,2,0
8775,M,297.6,308.7,1408,51.5,4,0
8776,H,297.5,308.6,1536,38.7,7,0
8777,L,297.5,308.6,1352,52.6,12,0
8778,H,297.5,308.6,1481,38.8,14,0
8779,L,297.5,308.7,1454,45.0,19,0
8780,M,297.5,308.6,1349,51.5,21,0
8781,M,297.5,308.6,1327,52.1,24,0
8782,L,297.6,308.7,1552,42.3,27,0
8783,L,297.5,308.7,1456,44.7,29,0
8784,M,297.6,308.6,1254,45.8,31,0
8785,L,297.5,308.6,1437,43.3,34,0
8786,L,297.5,308.6,1694,27.1,36,0
8787,L,297.5,308.5,1306,50.7,38,0
8788,M,297.5,308.5,1699,30.1,40,0
8789,L,297.4,308.5,1369,53.2,43,0
8790,L,297.4,308.5,1471,43.9,45,0
8791,L,297.4,308.5,1410,43.9,47,0
8792,M,297.4,308.5,1412,45.5,49,0
8793,L,297.4,308.5,1418,51.2,52,0
8794,L,297.4,308.5,1782,25.9,54,0
8795,M,297.4,308.5,1497,36.4,56,0
8796,L,297.3,308.4,1459,39.4,59,0
8797,L,297.2,308.3,1796,23.8,61,0
8798,L,297.2,308.3,1569,31.2,63,0
8799,L,297.3,308.4,1469,46.7,65,0
8800,L,297.3,308.4,1472,41.3,67,0
8801,L,297.4,308.5,1475,47.2,69,0
8802,L,297.4,308.6,1488,36.4,71,0
8803,L,297.4,308.6,1524,43.1,73,0
8804,L,297.4,308.5,1486,48.6,75,0
8805,M,297.5,308.6,1255,60.7,77,0
8806,M,297.4,308.6,1469,42.6,80,0
8807,L,297.4,308.5,1692,34.3,83,0
8808,M,297.4,308.6,1604,32.8,85,0
8809,L,297.4,308.6,1446,48.1,88,0
8810,L,297.3,308.5,1503,43.3,90,0
8811,M,297.3,308.5,1625,32.8,92,0
8812,L,297.2,308.5,1574,35.8,95,0
8813,M,297.2,308.4,1378,41.9,97,0
8814,L,297.1,308.4,1693,29.5,100,0
8815,L,297.2,308.4,1462,51.2,102,0
8816,H,297.3,308.5,1435,55.0,104,0
8817,M,297.2,308.5,1425,45.8,109,0
8818,H,297.3,308.6,1376,53.5,112,0
8819,M,297.4,308.7,1481,48.0,117,0
8820,H,297.4,308.7,1349,48.9,120,0
8821,L,297.3,308.7,1551,40.0,125,0
8822,H,297.4,308.7,1623,33.8,127,0
8823,L,297.4,308.8,1462,49.7,132,0
8824,M,297.3,308.8,1447,57.4,134,0
8825,M,297.3,308.9,1799,24.5,137,0
8826,M,297.3,308.8,1548,41.3,140,0
8827,M,297.2,308.8,1485,47.9,143,0
8828,L,297.2,308.7,1463,49.9,146,0
8829,L,297.3,308.7,1587,35.8,148,0
8830,M,297.3,308.8,1469,44.1,150,0
8831,H,297.3,308.7,1430,42.8,153,0
8832,H,297.4,308.7,1726,26.8,158,0
8833,L,297.4,308.8,1651,34.1,163,0
8834,L,297.4,308.8,1529,41.3,165,0
8835,L,297.4,308.8,1473,46.2,167,0
8836,H,297.4,308.8,1324,53.5,169,0
8837,L,297.4,308.9,1708,28.8,174,0
8838,M,297.5,309.1,1540,38.5,176,0
8839,L,297.5,309.0,1320,54.7,179,0
8840,M,297.4,308.9,1376,39.0,181,0
8841,M,297.3,308.7,1542,37.0,184,0
8842,L,297.3,308.7,1506,39.3,187,0
8843,L,297.3,308.7,1492,43.6,189,0
8844,H,297.3,308.8,1564,38.0,191,0
8845,H,297.4,308.9,1645,30.8,196,0
8846,M,297.4,308.9,1348,59.1,201,0
8847,M,297.4,308.8,1325,62.4,204,1
8848,L,297.5,308.9,1443,43.5,0,0
8849,M,297.5,308.9,1436,44.8,2,0
8850,L,297.5,308.9,1596,30.7,5,0
8851,L,297.6,309.0,1491,43.2,7,0
8852,M,297.7,308.9,1573,35.1,9,0
8853,L,297.7,308.9,1575,39.9,12,0
8854,L,297.7,308.9,1458,41.1,14,0
8855,M,297.7,309.0,1433,41.8,16,0
8856,L,297.7,308.9,1662,28.1,19,0
8857,M,297.7,308.9,1327,63.7,21,0
8858,L,297.7,308.9,1742,26.3,24,0
8859,L,297.8,308.9,1506,33.5,26,0
8860,L,297.9,309.1,1457,44.4,28,0
8861,M,297.9,309.1,1488,37.3,30,0
8862,L,297.9,309.1,1619,34.7,33,0
8863,M,298.0,309.2,1558,41.7,35,0
8864,L,298.0,309.2,1731,28.7,38,0
8865,M,298.0,309.1,1574,34.8,40,0
8866,L,297.9,309.0,1290,49.8,43,0
8867,H,297.9,308.9,1416,39.6,45,0
8868,L,297.9,308.9,1566,41.9,50,0
8869,L,297.9,309.0,1456,46.5,52,0
8870,L,297.9,309.0,1528,37.5,54,0
8871,M,297.9,309.1,1338,49.6,56,0
8872,M,297.9,309.1,1558,39.2,59,0
8873,M,297.9,309.1,1614,38.1,62,0
8874,H,298.0,309.1,1557,36.4,65,0
8875,L,298.1,309.3,1443,45.3,70,0
8876,H,298.1,309.3,1332,51.0,72,0
8877,M,298.1,309.3,1752,25.2,77,0
8878,M,298.1,309.2,1460,45.8,80,0
8879,L,298.1,309.2,1802,26.9,83,0
8880,L,298.0,309.2,1527,39.5,85,0
8881,L,298.0,309.2,1458,39.8,87,0
8882,H,298.0,309.2,1520,37.9,89,0
8883,L,298.0,309.2,1378,49.7,94,0
8884,M,297.9,309.2,1529,38.1,96,0
8885,L,298.0,309.2,1527,32.4,99,0
8886,M,298.0,309.2,1438,42.9,101,0
8887,L,297.9,309.0,1583,36.7,104,0
8888,L,297.8,308.9,1530,37.6,106,0
8889,M,297.7,308.9,1530,39.1,108,0
8890,M,297.7,308.8,2089,19.1,111,0
8891,L,297.7,308.8,1616,34.2,114,0
8892,M,297.7,308.9,1681,28.3,116,0
8893,L,297.6,308.8,1475,43.0,119,0
8894,L,297.5,308.7,1371,46.5,121,0
8895,M,297.5,308.7,1546,38.0,123,0
8896,H,297.4,308.6,1461,40.1,126,0
8897,L,297.4,308.7,1638,31.9,131,0
8898,M,297.3,308.7,1577,35.6,133,0
8899,L,297.4,308.6,1532,38.7,136,0
8900,M,297.3,308.5,1710,27.7,138,0
8901,M,297.3,308.6,1584,29.4,141,0
8902,L,297.3,308.6,1446,50.1,144,0
8903,H,297.4,308.7,1522,46.3,146,0
8904,M,297.4,308.7,1382,49.9,151,0
8905,L,297.4,308.7,1584,38.2,154,0
8906,L,297.3,308.6,1385,55.2,156,0
8907,L,297.3,308.7,1592,34.4,158,0
8908,M,297.2,308.6,1404,43.7,160,0
8909,L,297.2,308.5,1518,44.3,163,0
8910,L,297.1,308.4,1529,40.4,165,0
8911,L,297.1,308.4,1550,37.0,167,0
8912,L,297.1,308.3,1773,23.8,169,0
8913,L,297.2,308.5,1446,43.7,171,0
8914,M,297.2,308.5,1487,46.9,173,0
8915,M,297.3,308.5,1524,49.3,176,0
8916,L,297.1,308.3,1403,54.1,179,0
8917,L,297.1,308.2,2267,15.7,181,0
8918,M,297.1,308.2,1529,37.9,183,0
8919,L,297.1,308.2,1402,51.2,186,0
8920,L,297.2,308.3,1693,28.0,188,0
8921,L,297.1,308.3,1496,45.8,190,0
8922,L,297.1,308.1,1633,33.3,192,0
8923,L,297.1,308.2,1399,42.6,194,0
8924,M,297.0,308.1,1363,45.3,196,0
8925,H,297.1,308.2,1527,42.2,199,0
8926,M,297.2,308.2,1405,42.5,204,0
8927,M,297.3,308.3,1459,59.6,207,1
8928,M,297.4,308.4,1789,25.0,210,0
8929,L,297.4,308.4,1531,41.5,213,0
8930,M,297.4,308.4,1620,35.8,215,0
8931,L,297.4,308.4,1571,39.4,0,0
8932,L,297.4,308.4,1434,39.9,2,0
8933,L,297.4,308.4,1474,43.6,4,0
8934,M,297.3,308.3,1544,41.7,6,0
8935,L,297.3,308.2,1601,35.7,9,0
8936,L,297.4,308.3,1801,26.9,11,0
8937,L,297.4,308.3,1465,42.0,13,0
8938,M,297.4,308.4,1340,52.6,15,0
8939,M,297.4,308.4,1517,41.0,18,0
8940,M,297.3,308.4,1434,44.8,21,0
8941,H,297.3,308.3,1935,19.3,24,0
8942,M,297.3,308.3,1595,32.2,29,0
8943,L,297.3,308.3,2188,17.0,32,0
8944,M,297.3,308.4,1449,44.4,34,0
8945,L,297.3,308.3,1471,38.2,37,0
8946,L,297.4,308.2,1639,33.8,39,0
8947,M,297.3,308.2,1846,24.5,41,0
8948,M,297.3,308.2,1452,38.2,44,0
8949,M,297.4,308.3,1483,41.9,47,0
8950,L,297.4,308.3,1284,60.3,50,0
8951,L,297.4,308.2,1419,50.0,52,0
8952,L,297.3,308.1,1763,28.4,54,0
8953,M,297.2,308.0,1478,42.5,56,0
8954,L,297.3,308.0,1518,36.0,59,0
8955,L,297.3,308.0,1447,49.0,61,0
8956,M,297.4,308.0,1355,55.1,63,0
8957,L,297.4,308.1,1348,57.4,66,0
8958,L,297.4,308.1,1348,53.7,68,0
8959,M,297.4,308.1,1734,27.7,70,0
8960,L,297.3,308.0,1420,46.5,73,0
8961,L,297.3,307.9,1797,24.7,75,0
8962,M,297.3,308.0,1403,45.0,77,0
8963,L,297.3,307.9,1628,30.2,80,0
8964,M,297.2,307.9,1687,30.4,82,0
8965,M,297.2,307.9,1456,44.9,85,0
8966,L,297.1,307.9,1496,44.7,88,0
8967,L,297.1,307.8,1636,30.3,90,0
8968,L,297.1,307.8,1536,40.4,92,0
8969,L,297.1,307.8,1454,50.6,94,0
8970,L,297.0,307.8,1396,50.0,96,0
8971,L,297.0,307.6,1575,37.4,98,0
8972,L,296.9,307.6,1514,35.7,100,0
8973,M,296.8,307.4,1455,49.9,102,0
8974,L,296.8,307.4,1549,48.3,105,0
8975,L,296.8,307.5,1474,42.4,107,0
8976,H,296.7,307.4,1661,34.2,109,0
8977,L,296.7,307.4,1535,34.6,114,0
8978,M,296.9,307.5,1556,31.2,116,0
8979,L,296.9,307.6,1435,45.0,119,0
8980,M,296.9,307.5,1332,51.1,121,0
8981,L,297.0,307.6,1513,42.4,124,0
8982,L,297.0,307.7,1502,39.4,126,0
8983,L,297.0,307.7,1315,60.1,128,0
8984,M,297.0,307.7,1261,51.1,130,0
8985,L,297.1,307.8,1406,60.4,133,0
8986,L,297.1,307.8,1584,42.3,135,0
8987,M,297.1,307.8,1443,43.9,137,0
8988,L,297.2,307.9,1580,35.8,140,0
8989,L,297.2,307.9,1825,24.6,142,0
8990,L,297.2,307.9,1469,48.2,144,0
8991,L,297.2,307.9,1493,38.4,146,0
8992,M,297.3,308.0,1598,29.4,148,0
8993,H,297.2,307.9,1450,37.2,151,0
8994,M,297.2,307.9,1632,37.5,156,0
8995,M,297.1,307.9,1980,20.3,159,0
8996,L,297.2,308.0,1474,43.7,162,0
8997,L,297.2,307.9,1540,37.1,164,0
8998,M,297.1,307.9,1609,38.9,166,0
8999,L,297.1,308.0,1467,42.8,169,0
9000,L,297.1,307.9,1492,39.4,171,0
9001,L,297.0,307.9,1493,46.1,173,0
9002,L,297.0,307.8,1500,39.9,175,0
9003,L,297.1,307.8,1477,36.6,177,0
9004,L,297.1,307.9,1342,49.1,179,0
9005,M,297.1,307.8,1538,34.3,181,0
9006,L,297.2,307.9,1337,58.1,184,0
9007,L,297.3,307.9,1417,41.8,186,0
9008,L,297.4,308.0,1383,46.2,188,0
9009,M,297.4,308.0,1440,42.4,190,0
9010,L,297.3,307.9,1579,34.4,193,0
9011,L,297.2,307.9,1441,40.0,195,0
9012,M,297.2,307.9,1530,35.9,197,0
9013,L,297.2,308.0,1705,26.0,200,0
9014,H,297.2,308.0,1435,43.0,202,0
9015,M,297.2,308.1,1340,61.3,207,1
9016,L,297.2,308.1,1431,49.7,210,1
9017,L,297.3,308.2,1396,52.7,212,1
9018,M,297.3,308.1,1369,52.0,214,0
9019,L,297.3,308.1,1615,35.4,217,1
9020,L,297.2,308.1,1662,31.3,0,0
9021,L,297.3,308.2,1553,33.5,2,0
9022,M,297.4,308.2,1536,34.6,4,0
9023,L,297.4,308.3,1548,46.6,7,0
9024,L,297.4,308.3,1706,30.9,9,0
9025,L,297.4,308.3,1366,45.5,11,0
9026,L,297.5,308.4,1440,35.9,13,0
9027,M,297.5,308.4,1685,28.1,15,0
9028,M,297.4,308.3,1444,44.0,18,0
9029,L,297.4,308.3,1395,48.7,21,0
9030,L,297.4,308.3,1483,38.8,23,0
9031,M,297.5,308.4,1403,44.3,25,0
9032,H,297.5,308.4,1793,23.9,28,0
9033,L,297.4,308.3,1723,28.8,33,0
9034,L,297.4,308.2,1386,41.0,35,0
9035,H,297.4,308.2,1585,46.2,37,0
9036,M,297.3,308.1,1731,27.7,42,0
9037,L,297.3,308.3,1519,37.7,45,0
9038,L,297.3,308.2,1896,24.4,47,0
9039,L,297.3,308.3,2358,14.9,49,0
9040,M,297.3,308.3,1341,51.9,51,0
9041,L,297.3,308.3,1550,37.0,54,0
9042,L,297.3,308.3,1309,61.5,56,0
9043,M,297.3,308.4,1599,32.9,58,0
9044,L,297.4,308.4,1343,40.0,61,0
9045,L,297.4,308.4,1378,39.9,63,0
9046,L,297.4,308.4,1603,34.6,65,0
9047,L,297.4,308.4,1664,28.1,67,0
9048,L,297.3,308.4,1488,37.4,69,0
9049,M,297.3,308.4,1370,50.5,71,0
9050,L,297.3,308.5,1545,34.3,74,0
9051,M,297.4,308.5,1566,31.4,76,0
9052,L,297.4,308.6,1820,24.6,79,0
9053,M,297.4,308.6,1901,22.1,81,0
9054,M,297.4,308.5,1638,32.2,84,0
9055,M,297.3,308.4,1521,38.2,87,0
9056,H,297.3,308.4,1864,23.1,90,0
9057,L,297.3,308.3,1430,41.9,95,0
9058,M,297.3,308.4,1686,34.5,97,0
9059,M,297.2,308.3,1326,57.2,100,0
9060,L,297.2,308.3,1805,25.6,103,0
9061,H,297.2,308.3,1453,45.8,105,0
9062,M,297.2,308.4,1863,26.0,110,0
9063,L,297.2,308.3,1576,35.3,113,0
9064,L,297.2,308.3,1419,39.7,115,0
9065,L,297.2,308.4,1833,25.2,117,0
9066,H,297.2,308.4,2182,17.3,119,0
9067,L,297.2,308.3,1656,30.3,124,0
9068,L,297.1,308.2,1351,56.6,126,0
9069,H,297.1,308.2,1790,30.3,128,0
9070,M,297.2,308.2,1678,28.1,133,0
9071,L,297.1,308.2,1427,45.2,136,0
9072,L,297.0,308.1,1429,54.0,138,0
9073,H,297.2,308.1,1770,27.2,140,0
9074,L,297.2,308.1,1689,31.2,145,0
9075,M,297.2,308.1,1554,41.3,147,0
9076,L,297.3,308.1,1506,36.0,150,0
9077,L,297.2,308.1,1474,44.3,152,0
9078,L,297.3,308.1,1762,26.1,154,0
